Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Steven Adams\adamsst01,C,26,OKC,34,34,28.3,5.0,8.1,.610,0.0,0.0,.000,5.0,8.1,.612,.610,2.0,3.5,.558,3.8,6.5,10.3,2.7,0.6,1.2,1.5,1.9,11.9
2,Bam Adebayo\adebaba01,C,22,MIA,36,36,34.4,5.9,10.2,.580,0.0,0.3,.111,5.9,9.9,.592,.582,3.8,5.6,.677,2.7,8.0,10.6,4.5,1.3,1.2,2.9,2.7,15.6
3,LaMarcus Aldridge\aldrila01,C,34,SAS,33,33,33.0,7.7,15.1,.509,1.0,2.2,.459,6.6,12.8,.518,.543,2.9,3.5,.851,2.2,5.6,7.8,2.4,0.6,1.9,1.3,2.4,19.3
4,Nickeil Alexander-Walker\alexani01,SG,21,NOP,28,0,12.7,2.0,6.0,.341,1.1,3.1,.345,1.0,2.9,.338,.431,0.4,0.6,.611,0.1,2.0,2.1,1.7,0.3,0.1,1.0,1.2,5.5
5,Grayson Allen\allengr01,SG,24,MEM,23,0,16.9,2.7,6.2,.441,1.3,3.3,.387,1.5,3.0,.500,.542,1.0,1.2,.889,0.1,2.1,2.2,1.3,0.2,0.0,0.9,1.4,7.8
6,Jarrett Allen\allenja01,C,21,BRK,36,32,26.6,4.4,6.9,.648,0.0,0.1,.000,4.4,6.8,.656,.648,2.7,4.1,.649,3.3,6.5,9.8,1.3,0.7,1.3,1.2,2.5,11.6
7,Kadeem Allen\allenka01,SG,27,NYK,4,0,10.5,1.8,4.5,.389,0.8,1.5,.500,1.0,3.0,.333,.472,0.3,0.8,.333,0.3,0.5,0.8,2.0,0.5,0.0,1.3,0.8,4.5
8,Al-Farouq Aminu\aminual01,PF,29,ORL,18,2,21.1,1.4,4.8,.291,0.5,2.0,.250,0.9,2.8,.320,.343,1.1,1.6,.655,1.3,3.5,4.8,1.2,1.0,0.4,0.9,1.5,4.3
9,Justin Anderson\anderju01,G,26,BRK,1,0,2.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
10,Kyle Anderson\anderky01,PF,26,MEM,32,2,17.3,2.0,4.4,.457,0.2,0.8,.231,1.8,3.6,.509,.479,0.8,1.3,.634,1.0,3.0,4.0,2.3,0.7,0.4,0.8,1.4,5.0
11,Ryan Anderson\anderry01,PF,31,HOU,2,0,7.0,1.0,3.5,.286,0.5,2.5,.200,0.5,1.0,.500,.357,0.0,0.0,,0.0,3.5,3.5,1.0,0.5,0.0,0.5,0.5,2.5
12,Giannis Antetokounmpo\antetgi01,PF,25,MIL,35,35,31.0,11.1,20.1,.553,1.7,5.2,.326,9.5,15.0,.632,.595,6.3,10.2,.615,2.5,10.3,12.8,5.6,1.3,1.1,3.5,3.1,30.2
13,Kostas Antetokounmpo\antetko01,PF,22,LAL,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
14,Thanasis Antetokounmpo\antetth01,SF,27,MIL,11,0,4.3,0.8,1.5,.563,0.0,0.2,.000,0.8,1.3,.643,.563,0.4,0.7,.500,0.5,0.1,0.5,0.5,0.1,0.1,0.4,0.5,2.0
15,Carmelo Anthony\anthoca01,PF,35,POR,23,23,31.9,6.2,14.3,.435,1.6,3.9,.411,4.6,10.4,.444,.491,2.4,3.0,.812,1.0,5.0,6.0,1.3,1.1,0.7,1.8,3.1,16.5
16,OG Anunoby\anunoog01,SF,22,TOR,36,35,29.8,4.3,8.9,.489,1.4,3.8,.360,3.0,5.1,.585,.566,0.8,1.3,.625,1.1,4.8,5.9,1.6,1.1,0.8,1.3,2.5,10.9
17,Ryan Arcidiacono\arcidry01,PG,25,CHI,34,0,15.0,1.3,3.4,.385,0.8,2.0,.406,0.5,1.4,.354,.504,0.5,0.7,.750,0.4,1.3,1.7,1.5,0.4,0.1,0.5,1.6,4.0
18,Trevor Ariza\arizatr01,SF,34,SAC,29,0,24.5,2.0,5.1,.392,1.4,3.7,.370,0.6,1.4,.450,.527,0.7,0.9,.800,0.7,3.9,4.6,1.5,1.1,0.2,0.9,1.9,6.1
19,D.J. Augustin\augusdj01,PG,32,ORL,37,6,26.1,3.3,8.4,.397,1.2,3.5,.344,2.1,4.9,.434,.468,2.8,3.1,.888,0.4,2.0,2.4,4.9,0.7,0.0,1.4,1.1,10.6
20,Deandre Ayton\aytonde01,C,21,PHO,7,5,30.9,7.1,13.4,.532,0.0,0.1,.000,7.1,13.3,.538,.532,1.1,1.4,.800,3.7,8.1,11.9,2.3,0.4,1.4,1.6,3.4,15.4
21,Dwayne Bacon\bacondw01,SG,24,CHO,29,10,17.3,2.2,6.8,.332,0.5,1.8,.264,1.8,4.9,.357,.367,1.0,1.4,.690,0.4,2.0,2.4,1.2,0.7,0.1,0.9,1.3,6.0
22,Marvin Bagley\baglema01,PF,20,SAC,9,3,23.6,5.6,12.1,.459,0.3,1.6,.214,5.2,10.6,.495,.472,2.2,2.8,.800,2.0,4.9,6.9,0.7,0.4,0.9,1.4,2.9,13.7
23,Lonzo Ball\balllo01,PG,22,NOP,29,20,29.0,4.6,11.1,.409,2.3,6.3,.366,2.2,4.8,.464,.512,0.7,1.3,.514,1.2,3.9,5.1,5.5,1.2,0.2,2.5,1.9,12.1
24,Mo Bamba\bambamo01,C,21,ORL,33,0,15.5,2.3,5.2,.450,0.7,2.0,.333,1.7,3.2,.524,.515,0.4,0.6,.650,1.5,3.8,5.3,0.6,0.3,1.3,0.9,1.9,5.7
25,J.J. Barea\bareajo01,PG,35,DAL,11,3,16.3,3.5,8.0,.443,1.5,3.3,.444,2.1,4.7,.442,.534,0.5,0.5,1.000,0.4,1.5,1.8,3.5,0.3,0.1,1.4,0.5,9.0
26,Harrison Barnes\barneha02,PF,27,SAC,38,38,35.0,5.2,11.6,.446,1.4,3.9,.354,3.8,7.7,.493,.506,3.6,4.6,.798,0.9,3.9,4.9,2.2,0.7,0.2,1.3,1.2,15.3
27,RJ Barrett\barrerj01,SG,19,NYK,36,36,31.5,5.2,13.2,.393,1.1,3.5,.310,4.1,9.7,.423,.434,2.4,4.2,.572,1.1,4.1,5.2,2.5,1.0,0.4,2.2,2.3,13.9
28,Will Barton\bartowi01,SF,29,DEN,34,34,33.1,5.7,12.6,.456,1.6,4.3,.361,4.2,8.3,.505,.518,1.8,2.4,.753,1.6,5.3,7.0,3.7,1.1,0.4,1.4,2.1,14.8
29,Keita Bates-Diop\bateske01,SF,24,MIN,24,0,18.1,2.4,5.6,.425,1.0,2.7,.369,1.4,2.9,.478,.515,1.2,1.6,.718,0.5,2.3,2.8,0.5,0.5,0.4,0.4,1.0,6.9
30,Nicolas Batum\batumni01,SF,31,CHO,16,2,22.3,1.3,3.4,.370,0.7,2.3,.306,0.6,1.1,.500,.472,0.4,0.4,1.000,1.1,2.9,4.1,3.0,0.8,0.5,1.2,2.0,3.6
31,Aron Baynes\baynear01,C,33,PHO,28,22,24.1,4.9,9.7,.502,1.4,4.1,.348,3.4,5.6,.615,.576,1.4,1.9,.717,1.6,4.4,6.0,2.0,0.2,0.6,1.2,3.8,12.5
32,Kent Bazemore\bazemke01,SF,30,POR,38,16,25.2,2.7,7.6,.355,1.3,3.8,.349,1.3,3.7,.362,.444,1.2,1.5,.804,0.3,3.7,3.9,1.3,0.9,0.7,1.4,2.8,7.9
33,Darius Bazley\bazleda01,PF,19,OKC,37,6,17.1,1.5,4.3,.356,0.7,2.2,.325,0.8,2.1,.390,.441,0.5,0.7,.654,0.4,3.5,3.8,0.5,0.4,0.6,0.9,1.0,4.3
34,Bradley Beal\bealbr01,SG,26,WAS,31,31,36.5,9.5,21.7,.435,2.5,8.1,.315,6.9,13.6,.507,.494,6.4,7.6,.831,1.1,3.7,4.8,6.6,1.1,0.3,3.3,2.5,27.8
35,Malik Beasley\beaslma01,SG,23,DEN,27,0,16.0,2.6,6.5,.406,1.4,3.4,.398,1.3,3.0,.415,.511,0.3,0.4,.818,0.2,1.2,1.4,0.9,0.5,0.1,0.8,1.1,7.0
36,Marco Belinelli\belinma01,SG,33,SAS,31,0,16.1,2.0,5.6,.356,1.0,2.9,.344,1.0,2.7,.369,.445,0.7,1.0,.733,0.0,1.6,1.6,1.3,0.2,0.0,0.4,0.8,5.7
37,Jordan Bell\belljo01,C,25,MIN,22,0,9.4,1.2,2.4,.509,0.0,0.3,.143,1.2,2.1,.565,.519,0.7,1.1,.640,1.1,2.0,3.1,0.6,0.1,0.4,0.8,0.6,3.2
38,DeAndre' Bembry\bembrde01,SG,25,ATL,36,4,21.9,2.6,5.5,.467,0.3,1.4,.231,2.2,4.0,.552,.497,0.6,1.1,.512,0.9,2.9,3.8,2.0,1.2,0.4,1.3,1.9,6.0
39,Dragan Bender\bendedr01,SF,22,MIL,3,0,9.7,2.0,2.7,.750,0.7,1.3,.500,1.3,1.3,1.000,.875,0.3,0.3,1.000,0.0,0.7,0.7,1.0,0.0,0.7,0.3,2.0,5.0
40,Dāvis Bertāns\bertada01,PF,27,WAS,28,4,30.0,5.1,11.3,.449,3.8,8.6,.434,1.3,2.6,.500,.616,1.5,1.7,.894,0.9,4.0,4.9,1.7,0.6,0.6,0.8,2.6,15.4
41,Patrick Beverley\beverpa01,PG,31,LAC,30,30,29.0,3.0,7.3,.414,1.4,4.2,.323,1.7,3.1,.538,.507,0.5,0.9,.593,1.3,4.7,6.0,3.4,1.4,0.6,1.2,3.3,8.0
42,Khem Birch\birchkh01,C,27,ORL,23,12,21.2,1.5,3.0,.486,0.0,0.0,.000,1.5,3.0,.493,.486,0.8,1.7,.500,1.8,3.0,4.9,1.0,0.5,0.7,0.6,2.2,3.8
43,Goga Bitadze\bitadgo01,C,20,IND,28,2,9.8,1.2,2.6,.459,0.1,0.7,.211,1.1,2.0,.545,.486,0.6,0.8,.696,0.7,1.8,2.4,0.5,0.0,0.9,0.5,1.5,3.1
44,Bismack Biyombo\biyombi01,C,27,CHO,37,22,19.5,3.1,5.6,.563,0.0,0.0,,3.1,5.6,.563,.563,1.7,2.9,.604,2.3,3.5,5.9,0.8,0.2,0.8,0.8,2.2,8.0
45,Nemanja Bjelica\bjeline01,PF,31,SAC,38,35,26.8,4.4,9.4,.468,1.9,4.5,.418,2.6,5.0,.513,.567,0.9,1.1,.837,1.5,4.7,6.2,2.4,0.9,0.6,1.6,3.1,11.7
46,Eric Bledsoe\bledser01,PG,30,MIL,30,30,26.0,5.5,11.5,.481,1.3,3.6,.361,4.2,7.9,.536,.538,2.5,3.0,.813,0.8,3.9,4.7,5.4,0.9,0.5,2.3,2.2,14.8
47,Bogdan Bogdanović\bogdabo01,SG,27,SAC,30,0,28.1,5.3,12.4,.426,2.6,6.9,.383,2.6,5.5,.479,.532,1.3,2.0,.661,0.3,2.6,3.0,3.6,1.1,0.3,2.0,2.0,14.5
48,Bojan Bogdanović\bogdabo02,SF,30,UTA,35,35,33.5,6.8,15.4,.439,3.0,7.1,.418,3.8,8.3,.457,.535,4.4,4.9,.895,0.7,3.7,4.4,2.0,0.7,0.1,2.8,1.9,20.9
49,Jonah Bolden\boldejo01,PF,24,PHI,2,0,2.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0
50,Jordan Bone\bonejo01,PG,22,DET,3,0,2.0,0.7,1.7,.400,0.0,0.3,.000,0.7,1.3,.500,.400,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.3
51,Isaac Bonga\bongais01,SF,20,WAS,31,20,16.2,1.5,3.0,.505,0.2,0.7,.286,1.3,2.3,.569,.538,0.9,1.2,.750,0.9,2.0,2.9,1.0,0.6,0.3,0.5,2.1,4.1
52,Devin Booker\bookede01,SG,23,PHO,34,34,36.1,9.2,18.1,.510,1.8,5.1,.358,7.4,13.0,.569,.560,5.9,6.5,.914,0.6,3.2,3.8,6.5,0.7,0.2,3.8,3.0,26.2
53,Chris Boucher\bouchch01,PF,27,TOR,34,0,13.3,2.1,4.6,.462,0.5,1.6,.333,1.6,3.1,.529,.519,1.5,2.0,.725,2.1,2.6,4.6,0.4,0.3,0.9,0.4,1.7,6.3
54,Brian Bowen\bowenbr02,SG,21,IND,3,0,3.3,0.3,1.3,.250,0.0,0.3,.000,0.3,1.0,.333,.250,0.0,0.0,,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,0.7
55,Ky Bowman\bowmaky01,PG,22,GSW,34,8,22.6,3.1,7.3,.418,0.9,2.4,.366,2.2,4.9,.443,.478,0.7,0.8,.889,0.5,2.1,2.6,2.9,0.9,0.1,1.3,2.3,7.7
56,Avery Bradley\bradlav01,SG,29,LAL,23,18,24.0,3.5,7.7,.455,0.7,2.7,.262,2.8,5.1,.556,.500,0.4,0.5,.750,0.6,1.9,2.4,1.2,1.0,0.1,1.2,2.3,8.1
57,Tony Bradley\bradlto01,C,22,UTA,25,2,9.4,1.8,3.0,.600,0.0,0.0,,1.8,3.0,.600,.600,0.6,1.0,.625,1.4,2.2,3.5,0.3,0.1,0.5,0.4,1.8,4.2
58,Jarrell Brantley\brantja01,PF,23,UTA,2,0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.5,0.0,1.0,0.5,0.5,0.0
59,Ignas Brazdeikis\brazdig01,SF,21,NYK,8,0,6.0,0.6,2.5,.250,0.1,1.0,.125,0.5,1.5,.333,.275,0.4,0.5,.750,0.3,0.4,0.6,0.3,0.0,0.1,0.3,0.4,1.8
60,Mikal Bridges\bridgmi01,SF,23,PHO,37,3,22.2,2.5,5.0,.495,0.5,1.7,.290,2.0,3.4,.597,.543,1.4,1.7,.825,0.8,3.1,3.9,1.3,1.4,0.4,0.8,2.1,6.9
61,Miles Bridges\bridgmi02,SF,21,CHO,39,39,30.5,4.7,10.6,.441,1.4,4.1,.348,3.2,6.5,.500,.508,1.4,1.7,.803,1.2,4.3,5.5,1.8,0.6,0.7,1.6,2.2,12.1
62,Oshae Brissett\brissos01,SF,21,TOR,11,0,9.1,1.0,2.3,.440,0.3,0.8,.333,0.7,1.5,.500,.500,0.5,0.5,.833,0.7,1.0,1.7,0.4,0.3,0.1,0.3,1.0,2.7
63,Ryan Broekhoff\broekry01,SG,29,DAL,10,0,7.7,1.1,2.5,.440,1.0,2.0,.500,0.1,0.5,.200,.640,0.5,0.6,.833,0.1,1.3,1.4,0.4,0.2,0.1,0.2,0.7,3.7
64,Malcolm Brogdon\brogdma01,PG,27,IND,27,27,30.5,6.3,14.2,.446,1.4,4.1,.333,5.0,10.1,.493,.495,3.6,3.9,.933,0.6,3.7,4.4,7.4,0.9,0.2,2.7,2.0,17.7
65,Dillon Brooks\brookdi01,SG,24,MEM,38,38,27.9,5.4,13.0,.412,2.0,5.2,.384,3.4,7.8,.431,.489,2.2,2.6,.838,0.9,2.4,3.3,2.0,1.0,0.3,1.7,3.9,14.9
66,Bruce Brown\brownbr01,SG,23,DET,37,28,27.1,3.3,7.5,.440,0.5,1.6,.328,2.8,5.8,.472,.477,1.5,2.1,.684,0.9,3.5,4.4,3.8,1.2,0.5,1.8,2.7,8.6
67,Charlie Brown\brownch02,SG,22,ATL,4,0,4.0,0.3,0.8,.333,0.3,0.3,1.000,0.0,0.5,.000,.500,1.0,1.0,1.000,0.5,0.3,0.8,0.0,0.0,0.3,0.0,0.0,1.8
68,Jaylen Brown\brownja02,SF,23,BOS,30,30,33.6,7.6,14.9,.511,2.1,5.4,.395,5.5,9.5,.577,.583,3.4,4.4,.765,1.1,6.2,7.2,2.3,1.1,0.3,2.3,3.0,20.7
69,Moses Brown\brownmo01,C,20,POR,6,0,3.5,0.7,1.5,.444,0.0,0.0,,0.7,1.5,.444,.444,0.3,0.7,.500,0.3,1.3,1.7,0.0,0.2,0.0,0.3,0.7,1.7
70,Sterling Brown\brownst02,SF,24,MIL,27,0,15.8,1.8,4.7,.383,0.8,2.5,.328,1.0,2.3,.443,.469,0.7,1.0,.741,0.6,3.1,3.7,1.0,0.6,0.1,1.0,1.1,5.2
71,Troy Brown\browntr01,SG,20,WAS,33,14,25.4,3.9,8.6,.454,0.7,2.3,.307,3.2,6.3,.507,.495,1.5,1.9,.781,1.2,4.6,5.8,2.1,1.3,0.1,1.2,1.9,10.0
72,Jalen Brunson\brunsja01,PG,23,DAL,36,8,17.4,3.1,6.5,.468,0.8,2.3,.333,2.3,4.3,.539,.526,0.9,1.1,.756,0.5,2.0,2.5,3.4,0.4,0.1,1.1,1.3,7.7
73,Thomas Bryant\bryanth01,C,22,WAS,18,18,28.4,5.6,10.2,.549,0.6,1.9,.286,5.1,8.3,.611,.576,2.2,2.9,.736,2.3,6.2,8.5,2.7,0.4,1.0,1.3,2.4,13.9
74,Reggie Bullock\bullore01,G-F,28,NYK,4,1,21.5,3.8,8.5,.441,1.5,4.0,.375,2.3,4.5,.500,.529,0.0,0.0,,0.5,0.8,1.3,1.0,1.8,0.0,0.0,2.3,9.0
75,Trey Burke\burketr01,PG,27,PHI,19,0,14.9,2.9,5.8,.495,0.8,1.7,.469,2.1,4.2,.506,.563,0.7,0.9,.765,0.7,0.9,1.6,2.5,0.4,0.1,0.6,0.9,7.3
76,Alec Burks\burksal01,SG,28,GSW,35,14,29.1,5.2,12.2,.423,1.6,4.3,.364,3.6,7.9,.455,.487,3.9,4.4,.889,0.7,3.8,4.5,3.0,1.2,0.3,1.5,2.2,15.8
77,Deonte Burton\burtode02,SG,26,OKC,20,0,8.6,0.9,2.9,.316,0.3,1.4,.179,0.7,1.5,.448,.360,0.2,0.4,.571,0.3,1.2,1.4,0.5,0.1,0.2,0.3,0.9,2.3
78,Jimmy Butler\butleji01,SF,30,MIA,31,31,35.4,5.8,13.6,.429,0.8,2.9,.270,5.1,10.7,.471,.457,8.0,9.7,.821,2.1,4.8,6.9,6.6,2.0,0.5,2.6,1.3,20.4
79,Bruno Caboclo\cabocbr01,SF,24,MEM,21,0,9.0,1.3,3.2,.412,0.2,1.2,.160,1.1,2.0,.558,.441,0.1,0.1,.667,0.8,1.3,2.1,0.5,0.5,0.6,0.3,1.1,3.0
80,Kentavious Caldwell-Pope\caldwke01,SG,26,LAL,37,19,25.2,3.4,7.2,.466,1.4,3.2,.433,2.0,4.0,.493,.563,1.1,1.4,.792,0.6,1.5,2.1,1.7,0.8,0.2,0.9,1.8,9.3
81,Vlatko Čančar\cancavl01,SF,22,DEN,5,0,1.8,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.4,0.4,1.000,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.4
82,Clint Capela\capelca01,C,25,HOU,29,29,33.6,6.5,10.1,.645,0.0,0.0,,6.5,10.1,.645,.645,1.4,2.8,.512,3.9,10.3,14.2,1.2,1.0,1.8,1.6,2.7,14.5
83,DeMarre Carroll\carrode01,SF,33,SAS,14,0,9.5,0.6,2.1,.310,0.2,0.9,.231,0.4,1.1,.375,.362,0.8,1.3,.611,0.5,1.6,2.1,0.8,0.1,0.1,0.7,1.4,2.3
84,Jevon Carter\carteje01,PG,24,PHO,24,2,13.6,1.3,3.4,.366,0.7,1.9,.348,0.6,1.5,.389,.463,0.3,0.3,.750,0.5,1.5,1.9,1.5,0.8,0.3,0.8,1.5,3.4
85,Vince Carter\cartevi01,SF,43,ATL,30,0,15.9,1.8,5.5,.329,1.0,3.6,.275,0.8,1.8,.436,.421,0.4,0.6,.706,0.2,1.8,2.0,1.1,0.3,0.4,0.6,1.7,5.0
86,Wendell Carter\cartewe01,C,20,CHI,37,37,30.0,4.5,8.4,.537,0.2,0.8,.214,4.3,7.6,.569,.547,2.6,3.5,.736,3.5,6.4,9.9,1.2,0.8,0.9,1.7,3.8,11.7
87,Michael Carter-Williams\cartemi01,SG,28,ORL,19,0,16.3,1.8,4.9,.376,0.4,1.6,.233,1.5,3.3,.444,.414,1.2,1.6,.710,0.9,2.2,3.2,2.0,1.1,0.4,0.9,1.4,5.2
88,Alex Caruso\carusal01,PG,25,LAL,34,0,19.4,2.0,4.6,.432,0.6,1.9,.323,1.4,2.6,.511,.500,0.9,1.3,.744,0.3,1.7,2.0,1.7,1.1,0.2,0.9,1.6,5.5
89,Willie Cauley-Stein\caulewi01,C,26,GSW,33,32,23.2,3.6,6.5,.563,0.0,0.0,,3.6,6.5,.563,.563,0.8,1.3,.605,1.6,4.6,6.2,1.5,1.2,1.4,0.9,2.6,8.1
90,Tyson Chandler\chandty01,C,37,HOU,22,5,8.7,0.6,0.8,.778,0.0,0.0,,0.6,0.8,.778,.778,0.3,0.6,.462,1.0,1.8,2.8,0.3,0.3,0.4,0.3,1.2,1.5
91,Wilson Chandler\chandwi01,SF,32,BRK,11,0,20.5,2.5,5.5,.443,0.6,2.9,.219,1.8,2.6,.690,.500,0.6,0.7,.875,0.3,4.5,4.8,1.4,0.6,0.5,1.3,2.1,6.2
92,Zylan Cheatham\cheatzy01,SF,24,NOP,2,0,10.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.0,1.5,1.5,0.5,0.0,0.0,0.5,1.5,1.0
93,Chris Chiozza\chiozch01,PG,24,WAS,10,0,12.3,1.0,3.4,.294,0.7,1.6,.438,0.3,1.8,.167,.397,0.0,0.0,,0.0,1.5,1.5,2.8,1.0,0.2,0.9,1.2,2.7
94,Marquese Chriss\chrisma01,PF,22,GSW,37,3,17.7,2.6,5.4,.485,0.1,0.6,.227,2.5,4.8,.517,.498,2.0,2.6,.760,1.9,3.6,5.4,1.9,0.6,0.9,1.4,1.9,7.4
95,Gary Clark\clarkga01,PF,25,HOU,18,0,11.8,1.3,3.3,.390,1.0,2.8,.353,0.3,0.4,.625,.542,0.3,0.4,.857,0.6,1.6,2.2,0.7,0.1,0.4,0.1,1.2,3.9
96,Brandon Clarke\clarkbr01,PF,23,MEM,32,2,21.2,5.3,8.3,.635,0.5,1.2,.421,4.8,7.1,.671,.665,1.3,1.7,.778,1.3,4.3,5.6,1.3,0.4,0.8,1.0,1.6,12.4
97,Jordan Clarkson\clarkjo01,SG,27,TOT,35,0,23.2,5.0,11.2,.445,2.1,5.5,.378,2.9,5.7,.510,.538,2.4,2.9,.850,0.7,1.6,2.3,2.2,0.5,0.3,1.3,1.3,14.5
97,Jordan Clarkson\clarkjo01,SG,27,CLE,29,0,23.0,5.0,11.2,.442,2.0,5.5,.371,2.9,5.8,.509,.532,2.6,3.0,.884,0.7,1.7,2.4,2.4,0.6,0.3,1.3,1.1,14.6
97,Jordan Clarkson\clarkjo01,G,27,UTA,6,0,24.3,5.0,10.8,.462,2.3,5.7,.412,2.7,5.2,.516,.569,1.5,2.3,.643,0.3,1.3,1.7,1.0,0.3,0.5,0.8,2.0,13.8
98,Nicolas Claxton\claxtni01,PF,20,BRK,10,0,12.0,1.1,2.2,.500,0.0,0.5,.000,1.1,1.7,.647,.500,0.5,1.2,.417,0.8,1.4,2.2,1.1,0.1,0.5,0.6,1.0,2.7
99,Chris Clemons\clemoch01,SG,22,HOU,22,0,9.1,1.9,4.4,.427,1.4,3.5,.390,0.5,0.9,.579,.583,0.1,0.2,.750,0.1,0.6,0.7,0.7,0.3,0.2,0.5,0.8,5.2
100,Amir Coffey\coffeam01,G,22,LAC,2,0,2.5,1.0,1.5,.667,0.5,1.0,.500,0.5,0.5,1.000,.833,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2.5
101,John Collins\collijo01,PF,22,ATL,11,11,30.7,7.2,14.0,.513,1.5,4.3,.362,5.6,9.7,.579,.568,2.1,2.6,.793,1.9,7.4,9.3,1.7,0.9,1.8,1.7,3.2,18.0
102,Zach Collins\colliza01,PF,22,POR,3,3,28.7,3.0,6.3,.474,1.0,2.3,.429,2.0,4.0,.500,.553,2.0,2.0,1.000,1.3,2.7,4.0,2.0,0.0,0.7,2.0,3.7,9.0
103,Mike Conley\conlemi01,PG,32,UTA,22,22,29.4,4.5,12.3,.365,1.8,5.0,.360,2.7,7.3,.369,.439,2.8,3.5,.803,0.7,2.6,3.3,4.6,0.7,0.2,2.0,2.2,13.6
104,Pat Connaughton\connapa01,SG,27,MIL,35,0,18.0,1.9,4.4,.439,0.7,2.3,.309,1.2,2.1,.581,.519,0.5,0.7,.696,0.7,3.6,4.3,1.9,0.3,0.5,0.8,1.1,5.1
105,Quinn Cook\cookqu01,PG,26,LAL,23,0,12.6,1.9,4.6,.415,0.6,1.7,.333,1.3,2.9,.463,.476,0.2,0.2,.800,0.2,0.9,1.1,1.4,0.3,0.0,0.8,0.6,4.6
106,Tyler Cook\cookty01,PF,22,CLE,6,0,2.8,0.8,1.0,.833,0.0,0.0,,0.8,1.0,.833,.833,0.3,0.3,1.000,0.5,0.3,0.8,0.0,0.2,0.0,0.2,0.2,2.0
107,Robert Covington\covinro01,PF,29,MIN,35,34,28.8,4.3,9.8,.440,2.1,6.1,.349,2.2,3.7,.594,.550,1.7,2.1,.833,0.7,5.1,5.8,1.2,1.6,0.9,1.5,3.0,12.5
108,Allen Crabbe\crabbal01,SG,27,ATL,24,1,18.7,2.0,5.3,.375,1.1,3.5,.321,0.9,1.8,.477,.480,0.4,0.5,.750,0.3,2.0,2.3,1.0,0.5,0.1,0.5,1.3,5.5
109,Torrey Craig\craigto01,SF,29,DEN,24,3,12.3,1.1,2.8,.382,0.3,1.4,.235,0.8,1.4,.529,.441,0.3,0.5,.538,0.6,1.5,2.0,0.6,0.3,0.5,0.4,1.8,2.8
110,Jae Crowder\crowdja01,SF,29,MEM,36,36,30.7,3.6,9.4,.381,1.9,6.3,.308,1.6,3.1,.527,.484,1.6,2.1,.773,0.9,5.3,6.2,3.0,1.0,0.4,1.3,2.1,10.7
111,Jarrett Culver\culveja01,SG,20,MIN,35,22,23.5,3.5,9.3,.378,0.9,3.7,.254,2.6,5.6,.462,.429,0.9,2.1,.438,1.2,2.2,3.4,2.0,1.1,0.7,1.2,2.3,8.9
112,Seth Curry\curryse01,SG,29,DAL,34,9,22.2,3.5,7.7,.449,1.7,4.5,.388,1.7,3.3,.532,.561,1.3,1.4,.938,0.4,1.6,2.0,1.7,0.6,0.2,1.1,1.8,10.0
113,Stephen Curry\curryst01,PG,31,GSW,4,4,28.0,6.8,16.5,.409,2.3,9.3,.243,4.5,7.3,.621,.477,4.5,4.5,1.000,1.0,4.0,5.0,6.5,1.3,0.5,3.8,2.5,20.3
114,Troy Daniels\danietr01,SG,28,LAL,27,0,12.0,1.5,3.9,.385,1.0,2.8,.347,0.5,1.1,.483,.510,0.1,0.3,.571,0.1,0.9,1.0,0.3,0.3,0.1,0.3,0.7,4.1
115,Anthony Davis\davisan02,PF,26,LAL,35,35,35.2,9.4,18.7,.504,1.1,3.7,.297,8.3,15.1,.554,.533,7.1,8.3,.859,2.2,7.2,9.4,3.2,1.5,2.6,2.4,2.5,27.1
116,Ed Davis\davised01,C,30,UTA,19,0,11.5,0.6,1.5,.393,0.0,0.0,,0.6,1.5,.393,.393,0.2,0.5,.444,1.1,3.2,4.3,0.4,0.5,0.4,0.6,2.4,1.4
117,Terence Davis\daviste02,SG,22,TOR,37,0,16.5,2.4,5.2,.464,1.2,3.0,.391,1.3,2.3,.560,.575,0.7,0.8,.931,0.6,2.4,3.0,1.8,0.5,0.2,0.9,1.5,6.8
